left_path,right_path,depth,head_sizes_left,head_sizes_right,real_head_size_cm
dataset1/cam1/frame_1.jpg,dataset1/cam2/frame_1.jpg,268.55,122.63725776672364,121.99453353881836,22
dataset1/cam1/frame_2.jpg,dataset1/cam2/frame_2.jpg,249.98,119.51666736602783,121.72736778259278,22
dataset1/cam1/frame_3.jpg,dataset1/cam2/frame_3.jpg,249.40,118.39625415802003,121.35342922210694,22
dataset1/cam1/frame_4.jpg,dataset1/cam2/frame_4.jpg,247.50,118.89571952819824,121.22279262542725,22
dataset1/cam1/frame_5.jpg,dataset1/cam2/frame_5.jpg,245.08,119.23977127075196,121.3613983154297,22
dataset1/cam1/frame_6.jpg,dataset1/cam2/frame_6.jpg,246.71,118.55868015289307,121.7643539428711,22
dataset1/cam1/frame_7.jpg,dataset1/cam2/frame_7.jpg,245.52,118.65131950378418,121.64882926940918,22
dataset1/cam1/frame_8.jpg,dataset1/cam2/frame_8.jpg,247.10,119.11529903411865,122.71027336120606,22
dataset1/cam1/frame_9.jpg,dataset1/cam2/frame_9.jpg,248.29,119.16403770446777,121.82720432281495,22
dataset1/cam1/frame_10.jpg,dataset1/cam2/frame_10.jpg,250.77,120.63273181915284,121.07735939025879,22
dataset1/cam1/frame_11.jpg,dataset1/cam2/frame_11.jpg,252.42,120.16924152374268,121.49702510833741,22
dataset1/cam1/frame_12.jpg,dataset1/cam2/frame_12.jpg,255.10,120.10330352783204,122.47198333740235,22
dataset1/cam1/frame_13.jpg,dataset1/cam2/frame_13.jpg,255.60,120.24415969848633,122.08268280029297,22
dataset1/cam1/frame_14.jpg,dataset1/cam2/frame_14.jpg,254.36,120.26874103546143,122.14005374908447,22
dataset1/cam1/frame_15.jpg,dataset1/cam2/frame_15.jpg,256.87,119.85354366302491,121.89421863555908,22
dataset1/cam1/frame_16.jpg,dataset1/cam2/frame_16.jpg,256.97,119.85071697235108,122.81984024047851,22
dataset1/cam1/frame_17.jpg,dataset1/cam2/frame_17.jpg,257.07,120.03925724029541,122.4142427444458,22
dataset1/cam1/frame_18.jpg,dataset1/cam2/frame_18.jpg,255.59,120.17977638244629,122.59363975524903,22
dataset1/cam1/frame_19.jpg,dataset1/cam2/frame_19.jpg,252.89,119.53713912963867,122.4536750793457,22
dataset1/cam1/frame_20.jpg,dataset1/cam2/frame_20.jpg,255.27,119.98103828430176,122.63297424316407,22
dataset1/cam1/frame_21.jpg,dataset1/cam2/frame_21.jpg,254.50,120.23620147705078,122.14242382049561,22
dataset1/cam1/frame_22.jpg,dataset1/cam2/frame_22.jpg,253.34,119.78012580871582,122.01298313140869,22
dataset1/cam1/frame_23.jpg,dataset1/cam2/frame_23.jpg,252.19,122.2979679107666,122.13021469116211,22
dataset1/cam1/frame_24.jpg,dataset1/cam2/frame_24.jpg,250.97,122.91376247406006,122.41611270904541,22
dataset1/cam1/frame_25.jpg,dataset1/cam2/frame_25.jpg,254.52,122.72646160125733,121.97892150878907,22
dataset1/cam1/frame_26.jpg,dataset1/cam2/frame_26.jpg,253.31,123.43921165466308,122.51865634918214,22
dataset1/cam1/frame_27.jpg,dataset1/cam2/frame_27.jpg,256.27,123.71055221557617,123.22023010253906,22
dataset1/cam1/frame_28.jpg,dataset1/cam2/frame_28.jpg,254.82,124.21684513092042,122.57622299194337,22
dataset1/cam1/frame_29.jpg,dataset1/cam2/frame_29.jpg,257.07,124.57048587799072,123.91177997589112,22
dataset1/cam1/frame_30.jpg,dataset1/cam2/frame_30.jpg,256.32,124.46645278930664,123.1177625656128,22
dataset1/cam1/frame_31.jpg,dataset1/cam2/frame_31.jpg,257.77,124.14824352264405,122.88241882324219,22
dataset1/cam1/frame_32.jpg,dataset1/cam2/frame_32.jpg,261.70,122.9238733291626,123.27064304351806,22
dataset1/cam1/frame_33.jpg,dataset1/cam2/frame_33.jpg,260.10,123.62559928894044,122.5241683959961,22
dataset1/cam1/frame_34.jpg,dataset1/cam2/frame_34.jpg,256.65,121.54862308502197,121.69909000396729,22
dataset1/cam1/frame_35.jpg,dataset1/cam2/frame_35.jpg,250.04,120.48105812072754,121.8863473892212,22
dataset1/cam1/frame_36.jpg,dataset1/cam2/frame_36.jpg,252.16,119.9810926437378,122.87317771911621,22
dataset1/cam1/frame_37.jpg,dataset1/cam2/frame_37.jpg,259.81,120.03126640319825,122.9957799911499,22
dataset1/cam1/frame_38.jpg,dataset1/cam2/frame_38.jpg,269.93,123.9309471130371,122.68445262908936,22
dataset1/cam1/frame_39.jpg,dataset1/cam2/frame_39.jpg,292.86,125.50551166534424,122.96474075317383,22
dataset1/cam1/frame_40.jpg,dataset1/cam2/frame_40.jpg,313.90,128.13738899230958,123.95930099487305,22
dataset1/cam1/frame_41.jpg,dataset1/cam2/frame_41.jpg,300.17,124.5243673324585,128.76677341461183,22
dataset1/cam1/frame_42.jpg,dataset1/cam2/frame_42.jpg,300.68,129.95216789245606,129.7215208053589,22
dataset1/cam1/frame_43.jpg,dataset1/cam2/frame_43.jpg,291.17,138.40114631652833,135.46086616516115,22
