left_path,right_path,depth,head_sizes_left,head_sizes_right,real_head_size_cm
calibration6/cam1/frame_1.jpg,calibration6/cam2/frame_1.jpg,321.23,39.213130474090576,39.12682127952576,20.0
calibration6/cam1/frame_2.jpg,calibration6/cam2/frame_2.jpg,267.86,41.98382277488709,39.11332111358643,20.0
calibration6/cam1/frame_3.jpg,calibration6/cam2/frame_3.jpg,269.99,42.09322929382324,38.51085276603699,20.0
calibration6/cam1/frame_4.jpg,calibration6/cam2/frame_4.jpg,265.36,41.85110964775085,38.72048177719116,20.0
calibration6/cam1/frame_5.jpg,calibration6/cam2/frame_5.jpg,261.55,42.180294084548954,39.22683448791504,20.0
calibration6/cam1/frame_6.jpg,calibration6/cam2/frame_6.jpg,259.11,41.821002674102786,39.297422933578495,20.0
calibration6/cam1/frame_7.jpg,calibration6/cam2/frame_7.jpg,259.28,41.81686863899231,38.75620408058167,20.0
calibration6/cam1/frame_8.jpg,calibration6/cam2/frame_8.jpg,259.76,41.797668886184695,39.275439977645874,20.0
calibration6/cam1/frame_9.jpg,calibration6/cam2/frame_9.jpg,254.90,42.143623208999635,38.90679874420166,20.0
calibration6/cam1/frame_10.jpg,calibration6/cam2/frame_10.jpg,255.44,41.64889798164368,38.800661945343016,20.0
calibration6/cam1/frame_11.jpg,calibration6/cam2/frame_11.jpg,261.59,41.71268334388733,39.07318482398987,20.0
calibration6/cam1/frame_12.jpg,calibration6/cam2/frame_12.jpg,258.87,41.94621148109436,38.90973687171936,20.0
calibration6/cam1/frame_13.jpg,calibration6/cam2/frame_13.jpg,256.60,41.87815618515015,38.239479589462285,20.0
calibration6/cam1/frame_14.jpg,calibration6/cam2/frame_14.jpg,258.85,42.08022108078003,38.46360898017883,20.0
calibration6/cam1/frame_15.jpg,calibration6/cam2/frame_15.jpg,258.08,42.16974291801453,38.26194634437561,20.0
calibration6/cam1/frame_16.jpg,calibration6/cam2/frame_16.jpg,259.17,41.575787258148196,38.034789133071904,20.0
calibration6/cam1/frame_17.jpg,calibration6/cam2/frame_17.jpg,257.44,41.78776731491089,37.933327245712285,20.0
calibration6/cam1/frame_18.jpg,calibration6/cam2/frame_18.jpg,259.83,42.05691175460816,37.78524670600891,20.0
calibration6/cam1/frame_19.jpg,calibration6/cam2/frame_19.jpg,258.86,41.79957418441773,38.317240762710576,20.0
calibration6/cam1/frame_20.jpg,calibration6/cam2/frame_20.jpg,263.04,41.57744522094727,38.1464325428009,20.0
calibration6/cam1/frame_21.jpg,calibration6/cam2/frame_21.jpg,262.17,42.02157812118531,38.32569365501404,20.0
calibration6/cam1/frame_22.jpg,calibration6/cam2/frame_22.jpg,261.38,40.91623878479004,38.28298616409302,20.0
calibration6/cam1/frame_23.jpg,calibration6/cam2/frame_23.jpg,264.49,41.75907096862793,38.34289841651917,20.0
calibration6/cam1/frame_24.jpg,calibration6/cam2/frame_24.jpg,264.25,41.27743277549744,38.64073376655579,20.0
calibration6/cam1/frame_25.jpg,calibration6/cam2/frame_25.jpg,261.67,41.23975353240967,38.34375457763672,20.0
calibration6/cam1/frame_26.jpg,calibration6/cam2/frame_26.jpg,265.22,40.60791206359863,41.44783873558045,20.0
calibration6/cam1/frame_27.jpg,calibration6/cam2/frame_27.jpg,262.28,40.09490032196045,38.49266681671143,20.0
calibration6/cam1/frame_28.jpg,calibration6/cam2/frame_28.jpg,265.40,40.05301909446717,41.01874437332153,20.0
calibration6/cam1/frame_29.jpg,calibration6/cam2/frame_29.jpg,262.60,39.603523635864256,38.42100477218628,20.0
calibration6/cam1/frame_30.jpg,calibration6/cam2/frame_30.jpg,267.16,39.6032817363739,40.95741062164307,20.0
